0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
644,12047193,"《Java线程与并发编程实践》([美]Jeff,Friesen)【摘要 书评 试读】- 京东图书",//item.jd.com/12047193.html,43.5,97,400,人民邮电出版社,//ptpressjd.jd.com
645,12047276,《Java语言程序设计（进阶篇）（原书第10版）》([美]梁勇（Y.DanielLiang）)【摘要 书评 试读】- 京东图书,//item.jd.com/12047276.html,70.1,98,3700,机械工业出版社,//cmpbook.jd.com
646,12047765,《ASP.NET MVC企业级实战》(邹琼俊)【摘要 书评 试读】- 京东图书,//item.jd.com/12047765.html,66.4,98,500,清华大学出版社,//mall.jd.com/index-1000004111.html
647,12049023,《Python大战机器学习：数据科学家的第一个小目标》(华校专，王正林)【摘要 书评 试读】- 京东图书,//item.jd.com/12049023.html,54.4,99,5100,电子工业出版社,//phei1982.jd.com
648,12049035,"《前端体验设计 HTML5+CSS3终极修炼》([英]Andy,Clarke)【摘要 书评 试读】- 京东图书",//item.jd.com/12049035.html,62.4,99,100,人民邮电出版社,//ptpressjd.jd.com
649,12049895,《Processing编程学习指南（原书第2版）》([美]丹尼尔·希夫曼)【摘要 书评 试读】- 京东图书,//item.jd.com/12049895.html,78.2,100,100,机械工业出版社,//cmpbook.jd.com
650,12050363,《小岛经济学：鱼、美元和经济的故事》(彼得·D.希夫，安德鲁·J.希夫)【摘要 书评 试读】- 京东图书,//item.jd.com/12050363.html,36,99,21000,中信出版社,//citicpub.jd.com
651,12050955,"《React快速上手开发》([保],斯托扬·斯特凡诺夫（Stoyan,Stefanov）)【摘要 书评 试读】- 京东图书",//item.jd.com/12050955.html,41.7,99,400,人民邮电出版社,//ptpressjd.jd.com
652,12052200,《Python参考手册 第4版 修订版》([美]大卫·M.比兹利（David M.Beazley）)【摘要 书评 试读】- 京东图书,//item.jd.com/12052200.html,70.3,99,1600,人民邮电出版社,//ptpressjd.jd.com
653,12052746,《OpenCV编程案例详解》(李立宗)【摘要 书评 试读】- 京东图书,//item.jd.com/12052746.html,70.2,99,300,电子工业出版社,//phei1982.jd.com
654,12052766,《React全栈：Redux+Flux+webpack+Babel整合开发》(张轩)【摘要 书评 试读】- 京东图书,//item.jd.com/12052766.html,54.3,97,4600,电子工业出版社,//phei1982.jd.com
655,12053773,《CCF中学生计算机程序设计套装（套装共2册）/CCF中学生计算机程序设计教材》【摘要 书评 试读】- 京东图书,//item.jd.com/12053773.html,74,99,2300,科学出版社,//mall.jd.com/index-1000005740.html
656,12054217,《MATLAB 向量化编程基础精讲》(马良，祁彬彬)【摘要 书评 试读】- 京东图书,//item.jd.com/12054217.html,45.7,98,8900,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
657,12055718,《21天学通Java 第7版》([美]罗格斯·卡登海德（Rogers Cadenhead）)【摘要 书评 试读】- 京东图书,//item.jd.com/12055718.html,46.6,98,300,人民邮电出版社,//ptpressjd.jd.com
658,12056404,《Unity 5权威讲解》([韩]李在贤)【摘要 书评 试读】- 京东图书,//item.jd.com/12056404.html,92.7,98,200,人民邮电出版社,//ptpressjd.jd.com
659,12056463,《精通Python网络爬虫：核心技术、框架与项目实战》(韦玮)【摘要 书评 试读】- 京东图书,//item.jd.com/12056463.html,64.9,97,5500,机械工业出版社,//cmpbook.jd.com
660,12056490,《Vim实用技巧 第2版》([英]Drew Neil（尼尔）)【摘要 书评 试读】- 京东图书,//item.jd.com/12056490.html,46.5,99,1100,人民邮电出版社,//ptpressjd.jd.com
661,12056877,《基于模型的设计及其嵌入式实现（第2版）》(刘杰)【摘要 书评 试读】- 京东图书,//item.jd.com/12056877.html,62.3,98,100,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
662,12058695,《现代C++探秘：编码、工程与科研必修（基于C++ 14）（英文版）》([德]Peter Gottschling（彼得·哥特史林）)【摘要 书评 试读】- 京东图书,//item.jd.com/12058695.html,85.3,98,100,电子工业出版社,//phei1982.jd.com
663,12059086,"《游戏编程算法与技巧》(Sanjay,Madhav)【摘要 书评 试读】- 京东图书",//item.jd.com/12059086.html,70.2,99,300,电子工业出版社,//phei1982.jd.com
664,12059091,《Angular从零到一》(王芃)【摘要 书评 试读】- 京东图书,//item.jd.com/12059091.html,64.9,99,300,机械工业出版社,//cmpbook.jd.com
665,12059360,《轻量级Django》([美]Julia Elman（茱莉亚?埃尔曼），[美]Mark Lavin（马克?拉温）)【摘要 书评 试读】- 京东图书,//item.jd.com/12059360.html,29.3,98,1200,中国电力出版社,//mall.jd.com/index-1000005549.html
666,12059455,"《Python地理空间分析指南（第2版）》([美]Joel,Lawhead,莱哈德)【摘要 书评 试读】- 京东图书",//item.jd.com/12059455.html,62.4,99,600,人民邮电出版社,//ptpressjd.jd.com
667,12060826,《深入解析Android虚拟机》(钟世礼)【摘要 书评 试读】- 京东图书,//item.jd.com/12060826.html,78.2,97,200,人民邮电出版社,//ptpressjd.jd.com
668,12062042,《Python树莓派编程》(沃尔弗拉姆多纳特（WolframDonat），等)【摘要 书评 试读】- 京东图书,//item.jd.com/12062042.html,46.1,99,1200,机械工业出版社,//cmpbook.jd.com
669,12062567,《Python数据可视化》([印度]科斯·拉曼（Kirthi Raman）)【摘要 书评 试读】- 京东图书,//item.jd.com/12062567.html,64.9,98,700,机械工业出版社,//cmpbook.jd.com
670,12062875,《质量全面管控：从项目管理到容灾测试》(葛长芝，鲁盈盈，欧仕强)【摘要 书评 试读】- 京东图书,//item.jd.com/12062875.html,62.4,98,100,电子工业出版社,//phei1982.jd.com
671,12062994,《Servlet JSP和Spring MVC初学指南》([加]Budi Kurniawan，[美]Paul Deck)【摘要 书评 试读】- 京东图书,//item.jd.com/12062994.html,54.5,98,25000,人民邮电出版社,//ptpressjd.jd.com
672,12063002,《Python科学计算基础教程》([印]Hemant Kumar Mehta)【摘要 书评 试读】- 京东图书,//item.jd.com/12063002.html,41.7,98,300,人民邮电出版社,//ptpressjd.jd.com
673,12063141,《Go并发编程实战（第2版）》(郝林)【摘要 书评 试读】- 京东图书,//item.jd.com/12063141.html,67.2,97,10000,人民邮电出版社,//ptpressjd.jd.com
674,12063817,《ASP.NET Core跨平台开发从入门到实战》(张剑桥)【摘要 书评 试读】- 京东图书,//item.jd.com/12063817.html,49.9,97,700,电子工业出版社,//phei1982.jd.com
675,12064514,《深入实践Spring Boot》(陈韶健)【摘要 书评 试读】- 京东图书,//item.jd.com/12064514.html,55.5,97,10000,机械工业出版社,//cmpbook.jd.com
676,12064518,《Arduino从入门到精通：创客必学的13个技巧》([美]约翰·白赫泰（John Baichtal）)【摘要 书评 试读】- 京东图书,//item.jd.com/12064518.html,46.6,97,200,机械工业出版社,//cmpbook.jd.com
677,12064525,《Scratch少儿趣味编程2》([日]阿部和广，仓本大资)【摘要 书评 试读】- 京东图书,//item.jd.com/12064525.html,50.2,99,12000,人民邮电出版社,//ptpressjd.jd.com
678,12064746,《React（第2版）：引领未来的用户界面开发框架》(League of Extraordinary Developers（卓越开发者联盟）)【摘要 书评 试读】- 京东图书,//item.jd.com/12064746.html,54.5,96,5700,电子工业出版社,//phei1982.jd.com
679,12064801,《零起点Python足彩大数据与机器学习实盘分析》(何海群)【摘要 书评 试读】- 京东图书,//item.jd.com/12064801.html,78,97,400,电子工业出版社,//phei1982.jd.com
680,12065255,《嵌入式Linux编程》(克里斯·西蒙兹（Chris Simmonds）)【摘要 书评 试读】- 京东图书,//item.jd.com/12065255.html,62.4,98,70,机械工业出版社,//cmpbook.jd.com
681,12066953,《从零开始学Swift（第2版）》(关东升)【摘要 书评 试读】- 京东图书,//item.jd.com/12066953.html,84.2,95,6100,人民邮电出版社,//ptpressjd.jd.com
682,12067579,《微信小程序开发入门与实践/移动开发丛书》(雷磊)【摘要 书评 试读】- 京东图书,//item.jd.com/12067579.html,62.1,98,400,清华大学出版社,//mall.jd.com/index-1000004111.html
683,12067698,《Python高级编程》([美]Luke Sneeringer)【摘要 书评 试读】- 京东图书,//item.jd.com/12067698.html,39.8,98,800,清华大学出版社,//mall.jd.com/index-1000004111.html
684,12068684,《基于MVC的JavaScript Web富应用开发》([美]Alex MacCaw（亚历克斯 麦卡劳）)【摘要 书评 试读】- 京东图书,//item.jd.com/12068684.html,46.6,99,300,电子工业出版社,//phei1982.jd.com
685,12070020,《Ansible权威指南》(李松涛，魏巍，甘捷)【摘要 书评 试读】- 京东图书,//item.jd.com/12070020.html,74.4,98,700,机械工业出版社,//cmpbook.jd.com
686,12070792,《面向对象的思考过程（原书第4版）》([美]马特·魏斯费尔德)【摘要 书评 试读】- 京东图书,//item.jd.com/12070792.html,64.9,98,200,机械工业出版社,//cmpbook.jd.com
687,12070975,《Netty实战》([美]诺曼·毛瑞尔（Norman Maurer），马文·艾伦·沃尔夫泰尔（Marvin Allen Wolfthal）)【摘要 书评 试读】- 京东图书,//item.jd.com/12070975.html,54.5,99,3000,人民邮电出版社,//ptpressjd.jd.com
688,12071148,《从Python开始学编程》(Vamei)【摘要 书评 试读】- 京东图书,//item.jd.com/12071148.html,38.6,98,2500,电子工业出版社,//phei1982.jd.com
689,12072602,《Ceph源码分析》(常涛)【摘要 书评 试读】- 京东图书,//item.jd.com/12072602.html,55.5,99,200,机械工业出版社,//cmpbook.jd.com
690,12073396,"《Ruby原理剖析》(Patrick,Shaughnessy)【摘要 书评 试读】- 京东图书",//item.jd.com/12073396.html,64,98,5600,华中科技大学出版社,//hustp.jd.com
691,12073933,《深入浅出React和Redux》(程墨)【摘要 书评 试读】- 京东图书,//item.jd.com/12073933.html,64.9,99,2400,机械工业出版社,//cmpbook.jd.com
692,12073937,《ELK Stack权威指南（第2版）》(饶琛琳)【摘要 书评 试读】- 京东图书,//item.jd.com/12073937.html,74.4,98,3300,机械工业出版社,//cmpbook.jd.com
693,12075322,"《Python高手之路 第3版》([法]朱利安·丹乔（Julien,Danjou）)【摘要 书评 试读】- 京东图书",//item.jd.com/12075322.html,43.5,99,300,人民邮电出版社,//ptpressjd.jd.com
694,12076051,《Tomcat架构解析》(刘光瑞)【摘要 书评 试读】- 京东图书,//item.jd.com/12076051.html,67.2,99,800,人民邮电出版社,//ptpressjd.jd.com
695,12078197,"《NLTK基础教程 用NLTK和Python库构建机器学习应用》([印度],Nitin,Hardeniya,哈登尼亚)【摘要 书评 试读】- 京东图书",//item.jd.com/12078197.html,38.6,98,300,人民邮电出版社,//ptpressjd.jd.com
696,12080308,"《HTML5 2D游戏编程核心技术》([美]戴维·吉尔里（David,Geary）)【摘要 书评 试读】- 京东图书",//item.jd.com/12080308.html,81.7,100,200,机械工业出版社,//cmpbook.jd.com
697,12080802,"《Wolfram 语言基础入门》([美]沃尔夫勒姆（Stephen,wolfram）)【摘要 书评 试读】- 京东图书",//item.jd.com/12080802.html,98,98,300,科学出版社,//mall.jd.com/index-1000005740.html
698,12082107,《Nginx完全开发指南：使用C、C  和OpenResty》(罗剑锋)【摘要 书评 试读】- 京东图书,//item.jd.com/12082107.html,77.8,99,1000,电子工业出版社,//phei1982.jd.com
699,12083430,"《Node.js硬实战：115个核心技巧》([美]Alex,R.,Young（亚历克斯?荣）,Marc,Harter（马克?哈特）)【摘要 书评 试读】- 京东图书",//item.jd.com/12083430.html,86.6,98,700,电子工业出版社,//phei1982.jd.com
700,12084219,《微信小程序开发零基础入门》(张帆)【摘要 书评 试读】- 京东图书,//item.jd.com/12084219.html,62.3,98,400,电子工业出版社,//phei1982.jd.com
701,12084666,《Qt Creator快速入门（第3版）》(霍亚飞)【摘要 书评 试读】- 京东图书,//item.jd.com/12084666.html,62.4,98,1400,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
702,12085401,"《Git团队协作》([加],艾玛·简·霍格宾·韦斯特比（Emma,Jane,Hogbin,Westby）)【摘要 书评 试读】- 京东图书",//item.jd.com/12085401.html,58.7,99,200,人民邮电出版社,//ptpressjd.jd.com
703,12085614,"《HTML5移动开发》(美,埃斯特尔,韦尔Estelle,Weyl)【摘要 书评 试读】- 京东图书",//item.jd.com/12085614.html,74.8,98,400,人民邮电出版社,//ptpressjd.jd.com
704,12085729,《PHP从入门到精通（第4版）（配光盘）（软件开发视频大讲堂）》(明日科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12085729.html,71.8,96,9900,清华大学出版社,//mall.jd.com/index-1000004111.html
705,12086858,《贝叶斯方法 概率编程与贝叶斯推断》([加]Cameron Davidson-Pilon（卡梅隆·戴维森-皮隆）)【摘要 书评 试读】- 京东图书,//item.jd.com/12086858.html,49.6,99,1900,人民邮电出版社,//ptpressjd.jd.com
706,12086872,《深度解析Java游戏服务器开发》(何金成)【摘要 书评 试读】- 京东图书,//item.jd.com/12086872.html,62.3,94,200,电子工业出版社,//phei1982.jd.com
707,12087807,《深入理解JVM ＆ G1 GC》(周明耀)【摘要 书评 试读】- 京东图书,//item.jd.com/12087807.html,54.1,97,300,电子工业出版社,//phei1982.jd.com
708,12088317,《CUDA C编程权威指南》([美]程润伟（John Cheng）)【摘要 书评 试读】- 京东图书,//item.jd.com/12088317.html,93.2,99,400,机械工业出版社,//cmpbook.jd.com
709,12089180,"《Java微服务》([美]Sourabh,Sharma（沙鲁巴·夏尔马）)【摘要 书评 试读】- 京东图书",//item.jd.com/12089180.html,53.5,99,27000,电子工业出版社,//phei1982.jd.com
710,12093229,《Swift 3开发指南》(博为峰51Code教研组)【摘要 书评 试读】- 京东图书,//item.jd.com/12093229.html,38.6,95,6100,人民邮电出版社,//ptpressjd.jd.com
711,12094563,《机器人与数字人：基于MATLAB的建模与控制》([美]顾友谅（Edward Y. L. Gu）)【摘要 书评 试读】- 京东图书,//item.jd.com/12094563.html,93.8,99,1100,机械工业出版社,//cmpbook.jd.com
712,12095193,《揭秘Java虚拟机：JVM设计原理与实现》(封亚飞)【摘要 书评 试读】- 京东图书,//item.jd.com/12095193.html,101.9,96,42000,电子工业出版社,//phei1982.jd.com
713,12096923,《JavaScript从入门到精通（第2版）（配光盘）（软件开发视频大讲堂）》(明日科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12096923.html,71.8,96,2500,清华大学出版社,//mall.jd.com/index-1000004111.html
714,12097355,"《Python地理数据处理》([美]Chris,Garrard,加勒德)【摘要 书评 试读】- 京东图书",//item.jd.com/12097355.html,62.4,100,200,人民邮电出版社,//ptpressjd.jd.com
715,12097361,《Web API的设计与开发》(水野贵明)【摘要 书评 试读】- 京东图书,//item.jd.com/12097361.html,44.2,98,600,人民邮电出版社,//ptpressjd.jd.com
716,12097872,《C语言解惑 指针、数组、函数和多文件编程》(刘振安，刘燕君)【摘要 书评 试读】- 京东图书,//item.jd.com/12097872.html,74.4,98,100,机械工业出版社,//cmpbook.jd.com
717,12099592,《Python 网络爬虫实战》(胡松涛)【摘要 书评 试读】- 京东图书,//item.jd.com/12099592.html,53.1,97,1200,清华大学出版社,//mall.jd.com/index-1000004111.html
718,12099594,《PHP 7从入门到精通（视频教学版）》(刘增杰，张工厂)【摘要 书评 试读】- 京东图书,//item.jd.com/12099594.html,63.2,95,300,清华大学出版社,//mall.jd.com/index-1000004111.html
719,12100408,《精通Spring 4.x ――企业应用开发实战》(陈雄华)【摘要 书评 试读】- 京东图书,//item.jd.com/12100408.html,101.1,97,3400,电子工业出版社,//phei1982.jd.com
